,n_placement,n_step,placed_dev,reward,HPWL,congestion,action,legalized_action
171,34,1,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1725.0, 180)"
172,34,2,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1355.5, 180)"
173,34,3,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 2239.0, 180)"
174,34,4,XC1_x1_x1,-19932.433005170733,19141.5,625575.0186684054,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
175,35,0,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1679.0, 180)"
176,35,1,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 661.0, 180)"
177,35,2,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 2239.0, 180)"
178,35,3,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1869.5, 180)"
179,35,4,x1_x1_x1,-19225.43232269943,18444.5,609855.292636729,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
180,36,0,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, -14.0, 180)"
181,36,1,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 869.5, 180)"
182,36,2,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1383.5, 180)"
183,36,3,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
184,36,4,x3_x1_x1,-19696.022708182423,19012.5,467203.29260103626,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
185,37,0,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 766.0, 180)"
186,37,1,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1326.0, 180)"
187,37,2,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 956.5, 180)"
188,37,3,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1840.0, 180)"
189,37,4,x2_x1_x1,-18087.131749120934,17367.0,518589.73609197384,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
190,38,0,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, -339.0, 180)"
191,38,1,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 869.5, 180)"
192,38,2,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1679.0, 180)"
193,38,3,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 2239.0, 180)"
194,38,4,x1_x1_x1,-22636.734097699136,21752.0,782754.4236315044,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
195,39,0,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 147.0, 180)"
196,39,1,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1725.0, 180)"
197,39,2,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1355.5, 180)"
198,39,3,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 2239.0, 180)"
199,39,4,XC2_x1_x1,-19932.433005170733,19141.5,625575.0186684054,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
200,40,0,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1725.0, 180)"
201,40,1,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 735.0, 180)"
202,40,2,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 2239.0, 180)"
203,40,3,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
204,40,4,XC2_x1_x1,-20364.900710932572,19511.0,729146.4241311512,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
205,41,0,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 175.0, 180)"
206,41,1,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 1679.0, 180)"
207,41,2,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1383.5, 180)"
208,41,3,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 2193.0, 180)"
209,41,4,XC1_x1_x1,-22082.961981952067,21220.5,743840.6703126841,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
210,42,0,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 915.5, 180)"
211,42,1,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 1429.5, 180)"
212,42,2,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1943.5, 180)"
213,42,3,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1544.5, 180)"
214,42,4,x3_x1_x1,-18288.602726240908,17542.0,557415.6308303536,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
215,43,0,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 735.0, 180)"
216,43,1,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 1679.0, 180)"
217,43,2,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 2193.0, 180)"
218,43,3,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
219,43,4,XC1_x1_x1,-19540.305037458576,18759.5,609656.5065206866,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
220,44,0,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 915.5, 180)"
221,44,1,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 546.0, 180)"
222,44,2,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1429.5, 180)"
223,44,3,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
224,44,4,x3_x1_x1,-20390.694665155086,19512.0,772104.3145720068,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
225,45,0,XC2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 915.5, 180)"
226,45,1,x1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2312.0, 1429.5, 180)"
227,45,2,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1134.0, 180)"
228,45,3,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1943.5, 180)"
229,45,4,x3_x1_x1,-20909.301002972268,19981.5,860814.7011163483,"(1122, 2753, 180)","(1122.0, 2753.0, 180)"
230,46,0,x3_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 221.0, 180)"
231,46,1,XC1_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(2107.0, 1679.0, 180)"
232,46,2,x2_x1_x1,0.0,0.0,0.0,"(1122, 2753, 180)","(1122.0, 1429.5, 180)"
